NodeID,Position,Number of CouplingPoints,ClusterID,Area,MajorVesselID
1287,3.4784106720708885 67.656955258237 -28.1366005087975,197,0,2007.7460967822792,2
1402,13.461231216067333 -6.893492420592782 44.172101879986606,215,1,2354.8649464742825,2
1429,21.450482819303488 39.75779830683638 23.10588707023694,152,2,1683.0107241866092,2
1466,21.726107330050812 16.413773776700125 36.7704696200504,103,3,1274.2846422555094,2
1474,17.9609457705419 31.78658434666181 39.332734858257496,219,4,2361.8255462187644,2
1501,13.185445550529858 54.56130188886996 15.704299706506628,139,5,1489.312163386287,2
1535,30.266133564092613 68.22630328535422 -19.026933058623904,199,6,2110.70955835446,2
1568,21.72588164720348 53.99198446331538 11.149330384943275,204,7,2156.1092431831744,2
1604,13.185686170553243 -25.719159209495672 31.07660229236547,194,8,2012.8525381080585,2
1626,3.7636487788899133 -30.310836921096982 33.35408614948529,137,9,1546.480757030443,2
1653,13.185744763469618 -29.117035573045257 39.61704271296738,163,10,1982.0826102457927,2
1747,46.15366581815162 -49.04456792298667 16.272773772022372,118,11,1339.8463279469127,3
1784,42.75591460563187 -34.810570120859 31.645723696379836,87,12,937.9801616328103,3
1818,29.34836327347162 -56.48318853657262 34.77716512035379,50,13,455.9460097016727,3
1828,22.277148566865055 -45.646852393883066 25.38277087832855,71,14,844.8305257100775,3
1834,27.144327146267734 -39.953245767236496 32.21514856565527,202,15,2149.976804274017,3
1852,48.17390440356241 -62.72755683984615 -1.377621591406505,172,16,1919.2405692340278,3
1880,27.69517086653616 -71.26804987847004 -1.9469169624804579,142,17,1458.5326542422151,3
1929,41.65369099473524 -47.94240979933436 -9.348582939512374,132,18,1578.512367673306,3
1980,35.96024836814979 -25.71911013630869 29.93773252122357,162,19,1708.2340112728245,3
2019,39.63362325101013 -12.036083334836755 43.31786046247977,159,20,1521.2628516383136,3
2027,44.50075239545437 -19.474511911987037 38.47818463491774,133,21,1362.5187613993796,3
2054,24.848021696035012 28.940208647503805 -25.859532407805766,121,22,1406.9534515647115,3
2114,38.531223890699735 51.145290150998115 -3.654262407095146,133,23,1656.819682545651,3
2136,42.755718567477324 36.34166566776956 20.82827532267788,113,24,1142.510165964792,3
2152,34.21518137118266 48.2983564825405 12.287944193872333,101,25,1104.8048191435607,3
2212,38.25594826479017 30.647976449640854 26.52190825755908,100,26,980.2403124307671,3
