NodeID,Position,Number of CouplingPoints,ClusterID,Area,MajorVesselID
1285,-2.36089519356758 80.56398244677061 -28.62643089108356,133,0,1484.7747279263936,2
1355,3.3538819145198753 92.39409352432621 7.335973470804672,108,1,1105.301615243483,2
1399,19.22413285319091 38.929460078616756 23.794267758155524,161,2,1643.3529909823767,2
1411,27.164786983871124 53.09995428083366 28.77412402287407,98,3,1105.9381126731964,2
1422,17.180186036060288 79.16476537626104 -0.5474946875403819,155,4,1578.8112919473213,2
1442,16.14492526176633 77.98475690322277 12.464978301160754,101,5,1387.5485503956054,2
1504,0.9136602529510297 5.659127029982114 13.210493564255284,68,6,686.9144914629671,2
1557,-2.9387950837978325 -25.7756165322493 49.86376180419183,71,7,713.5474857008605,2
1577,5.365700725806735 -26.584126786722464 22.047837154335806,113,8,1138.5641431962783,2
1598,-1.7978439550568328 -40.12369664705609 40.00859858993829,115,9,1333.3635396913203,2
1616,3.9093991431131543 3.2870816947115884 54.77903789735588,166,10,1860.0476675214975,2
1624,-5.298784742009124 24.439486914537905 41.59958998764458,221,11,2235.0154224405414,2
1629,-3.095985662719457 31.251318401021894 47.79366162846791,287,12,3428.5841382076023,2
1654,18.568019657617686 0.6010012673960519 40.04579178591112,124,13,1277.5146488362118,2
1680,35.50389975637956 37.90329534605274 -29.983097628131702,91,14,977.603597874825,3
1816,47.21037268752573 -50.757767751740765 15.700757199407036,80,15,996.752628029866,3
1843,36.45172874880284 -71.71901116554919 13.81942445318946,106,16,1098.6034664582446,3
1873,13.813144959734215 -74.51715852749253 14.24231357394965,156,17,1763.888611110922,3
1891,21.0786172042367 -57.19162265706334 21.064087101589948,86,18,914.9874278142671,3
1903,52.01267833679724 -58.90131049624277 -7.161249561366454,141,19,1629.9202939622103,3
1926,36.3631272836628 -68.68420534556292 -4.789117350777475,80,20,960.1414907677723,3
1954,60.498188925624795 12.803050246007498 -22.223644269261094,87,21,825.8622478370131,3
1979,65.26413577845881 -24.418984946572074 -17.70438786475467,64,22,600.4309712057619,3
1999,64.86830299822121 -12.030989475707536 -22.092621560057694,249,23,2779.7061249949834,3
2011,56.36890724256413 20.892251636609597 -29.109849666596634,177,24,1964.355322258599,3
2046,36.33439022627301 39.943148051255484 23.947194416305297,121,25,1404.5422479127492,3
2062,25.925680105741737 32.024112373873535 24.500814779410216,70,26,863.5817566504411,3
2152,58.30190670748674 -7.480106827570831 24.322106485327776,146,27,1441.7420629480157,3
2163,47.23633670448516 -14.10209210043969 32.92348958125819,69,28,642.2973336579336,3
2195,24.750274884088324 -23.07606710430699 40.499108995153094,78,29,872.1620883727148,3
2202,31.92007661730507 -19.441722110434416 48.9199005221659,92,30,1013.4852529335716,3
2224,34.84350750797593 -48.65726889161203 26.117921306784744,111,31,1273.3856155145265,3
2247,27.582954404422786 -41.7030252866582 42.76291070106634,126,32,1271.4138679817288,3
2353,32.80316647812432 38.17183059985918 35.69920914132901,150,33,1687.981414184837,3
2356,46.47962142704921 29.743382555180762 -17.454972532920735,259,34,2852.708860894528,3
2380,37.1979198646413 1.4305006128510236 5.1896940368871896,137,35,1491.831038498111,3
2402,34.171178638540965 -2.1597497893672624 24.70158246782296,132,36,1451.1133294760696,3
2430,39.45091707549538 5.857594236266798 38.35804498084303,54,37,641.5316594229771,3
2458,22.062735025271834 -11.827949087343901 44.4625453674361,56,38,563.5897064199571,3
2482,40.48247767208662 60.89926605456908 5.311758505313783,94,39,1106.8340072117794,3
2486,36.00735213730967 43.54170205057863 -11.402544159818426,110,40,1201.66027441534,3
2514,-46.97013150242334 35.902514576372404 -28.251252635375376,293,41,3186.6969933924106,4
2571,-55.76784410823022 5.65432403461666 -25.12150364793755,62,42,622.2318837926085,4
2662,-60.76410962407496 9.593560809250596 18.210407129027367,151,43,1623.8187281858286,4
2681,-46.45730839999495 19.35374888997254 26.984028939137435,160,44,1722.7654478835452,4
2713,-43.30355722870179 6.949074164900936 36.97655452721152,99,45,1090.506367532265,4
2733,-39.715983708172466 -3.6400536384198823 36.11837588202093,96,46,1122.3152620147382,4
2780,-39.48144675923108 -38.96971370674287 27.26164322065159,88,47,922.4931056218925,4
2795,-37.477218803512876 -52.097530843869976 26.39827531556719,73,48,811.1217814851024,4
2836,-28.995696232145878 -8.757918364495833 42.74409014455967,135,49,1550.3059416173885,4
2876,-28.925140563887325 -24.243347256929788 46.520808158582916,82,50,936.1749111870441,4
2882,-28.17559335813737 -20.484574570952635 37.835476944736875,121,51,1318.2115514705908,4
2931,-67.55175529134969 -33.84444929021399 -13.926657474800406,167,52,1903.8796425203802,4
2946,-41.585420678756336 -8.756280680691086 -3.8626953093275525,235,53,2645.510718998705,4
3009,-46.49466048375891 -63.121726074790224 13.648441517307493,240,54,2674.73311092401,4
3050,-32.703671996735956 -66.96279129819592 25.2566809477992,220,55,2277.6370706513353,4
3058,-53.50876779416267 19.297569708944398 -15.232631495069414,106,56,1117.4499651631284,4
3092,-50.17543079723515 28.629003528950076 6.45972861015968,172,57,1937.9817817798194,4
3131,-48.33799982545032 22.502302493419347 33.774030297461756,150,58,1816.502718947894,4
3141,-43.62786079523893 10.457532655926235 -23.78819373638371,215,59,2413.456326932872,4
3157,-56.459842891929135 30.494897589793695 -15.300685541699734,259,60,2804.8762124585755,4
3215,-31.60539033749013 57.55765497809955 17.371734955593045,346,61,3697.894738653198,5
3301,-7.290850922260126 -26.315813911597193 50.44578507237258,225,62,2662.5004309417586,5
3316,-14.297452003199055 -35.616277097613775 23.76058768249437,144,63,1553.3271966094192,5
3326,-4.084555144118907 -32.02764097456055 30.659689187766336,134,64,1434.6488882810922,5
3379,-20.892613167697426 -1.9484691791989546 47.752411128408376,263,65,2862.1769925615476,5
3404,-8.547412299531569 -5.911052617361864 47.87995211473097,379,66,4123.510205958277,5
3414,-33.174328020520484 46.49035532694538 37.234314907892404,166,67,1732.643442631949,5
3430,-38.37814930711918 32.32323447906975 43.437466458991565,164,68,1789.6021440485927,5
3444,22.60046845091886 -15.158647416415613 -18.748793388436695,170,69,1792.1369586349817,6
3493,19.297774355293402 -64.76687243369608 -35.3341657656596,298,70,3090.868306279259,6
3528,7.903143122016622 -71.44276021910909 -14.957744940312223,236,71,2714.948103927973,6
3562,5.741321391506175 -83.0553202756807 1.1820832530713012,420,72,4848.7494914093095,6
3604,8.504615116029527 -76.85103638504992 12.962494637458711,235,73,2600.3237372266935,6
3623,3.5301931108149835 -62.508340537701585 35.18031941076611,169,74,1700.25101703801,6
3636,3.037158453422977 -42.671807543535 16.196554529858947,150,75,1869.1801377983363,6
3642,2.8767176985185285 -37.20016622677857 7.806558868613133,208,76,2151.656134219628,6
3667,-8.387866041747671 -13.53171416783961 -14.079352809601243,157,77,1796.4333162862692,7
3701,-17.34460549693677 -60.51946139339179 -17.708466516475873,144,78,1591.8029936494363,7
3726,-6.4838861831546115 -27.121889022487142 -4.713811219871678,143,79,1527.3349526065088,7
3762,-4.126427802839612 -66.76362195408791 19.00875997641925,188,80,2050.680159501161,7
3770,-7.145467783429826 -61.12675647303089 18.34057463541804,297,81,3100.6956463502033,7
3782,-13.791649405676818 -79.67787072106343 6.569866181905093,113,82,1414.873486340354,7
3789,-9.082767509336747 -71.7237292869319 11.542919994888198,177,83,1857.2010304908783,7
3804,-33.16930685660388 -4.584588224666027 -36.65494343570634,429,84,4351.9405821136925,7
3832,-25.139504189553385 -51.17165706244033 -33.00131547997833,181,85,1975.611131513739,7
3841,-29.293599612585655 -6.486100376671322 -22.66503786005898,131,86,1522.617565640823,7
1166,25.0 -74.0 -36.0,351,87,4078.844776882388,8
1171,-25.0 -74.0 -34.0,351,88,3953.761263328595,8
1176,28.0 -55.0 -48.0,184,89,1962.9155349804091,8
1181,-28.0 -55.0 -48.0,184,90,2063.4047531642127,8
1238,32.0 -40.0 -60.0,184,91,2277.666719776546,8
1243,-30.0 -48.0 -60.0,184,92,2239.959687444093,8
1188,-3.1 -16.3 -58.5,48,93,454.3154082512607,9
1191,1.6 -15.7 -57.2,48,94,504.54897590850754,9
1194,-6.1 -14.0 -50.4,48,95,371.2987693200428,9
1197,2.2 -12.8 -51.7,48,96,412.86121395789587,9
1200,-8.2 -10.9 -48.2,48,97,389.5368491501083,9
1203,2.39 -9.2 -48.9,48,98,435.2181468180364,9
1206,-8.8 -5.81 -46.1,48,99,426.62667558292424,9
1209,2.7 -3.2 -46.6,48,100,458.99225924254677,9
1212,-8.4 -0.6 -40.7,48,101,335.71916584828625,9
1215,0.3 1.3 -41.3,48,102,419.91990125020146,9
1218,-6.8 3.0 -34.6,48,103,467.97948513422926,9
1221,-3.0 1.4 -34.0,48,104,413.424390440572,9
