NodeID,Position,Number of CouplingPoints,ClusterID,Area,MajorVesselID
1292,1.891974824874729 36.53401060957565 -30.75156336036149,678,0,7378.326070023338,2
1337,2.19506514284594 6.872524003700124 48.54723556607068,275,1,3057.22870210594,2
1380,4.616456090503911 -26.42087338299088 47.033850358719086,116,2,1221.5893398680557,2
1400,1.2871320861979494 -14.31419667700277 55.20589605849078,209,3,2223.814771459244,2
1443,12.153870890723363 -22.222579499406322 53.38983182168591,108,4,1111.1046892387033,2
1463,9.761605263531026 -17.926609771951686 8.595087926346489,114,5,1208.9391314028705,2
1508,3.708424867587417 -58.542643960178836 28.571112137355684,224,6,2502.622200832968,2
1550,14.594685398736935 -47.607551707848764 32.808416299245714,198,7,2275.653921294538,2
1591,55.50318249453104 32.296755640817345 -23.790469368200885,200,8,2244.30674927724,3
1675,45.15412997044088 -40.96830016586753 -5.630467379855038,73,9,827.1906009943848,3
1707,45.15420642121131 -60.8857696003192 3.14686202870522,68,10,663.0334724649522,3
1715,47.59505318290622 -63.912430965203406 -1.9984970656350125,144,11,1613.4206232661156,3
1760,50.914362453224975 12.926046125529414 -29.541150248849345,96,12,1026.9270457080006,3
1780,53.06249403233259 22.61135819071183 10.410935667933696,73,13,757.8516074603458,3
1811,47.00926837516057 19.584645545060248 35.229679878622825,171,14,2068.949818786465,3
1819,55.503358584214034 38.95539007206216 16.46428990105188,52,15,582.7912676313059,3
1840,20.354669543896556 26.24336132952317 -37.07838585829186,100,16,1004.0660950344885,3
1888,44.860941526435134 65.59014464467614 -25.30371924048956,105,17,1190.4414177555284,3
1927,31.582753780798576 60.1420809771906 -1.998280333480373,111,18,1324.6557833312245,3
1964,64.19275653510503 -4.648174927952415 -17.434540370062482,151,19,1633.8241346287928,3
2032,45.73998517147419 32.296673480438216 32.80836232780306,138,20,1674.8993992504645,3
2078,36.659911171266266 44.40335947304724 25.544402640133598,92,21,936.4255523867348,3
2084,37.050402441863774 47.4300414673426 17.069719330874744,39,22,466.93935349272385,3
2100,38.22210358256679 40.16601181334417 32.505737784550035,132,23,1459.5841065522498,3
2106,45.154085073706206 41.37671001306848 16.161674204814112,262,24,2570.137839585317,3
2182,66.34080602076602 -32.47404492014777 -10.170566306541309,96,25,1036.3100768458942,3
2266,34.902658029949635 -58.5425814805851 22.51761956806011,78,26,824.0813836507325,3
2279,36.0742206171972 -46.43587861699118 16.464282890718568,134,27,1384.692043904091,3
2349,40.077250681368106 -17.926579338720842 29.17632425241374,132,28,1476.7807926553749,3
2399,28.556425757598838 -45.75246626861907 31.597682360741704,152,29,1738.65495851016,3
2443,28.263510791018255 -34.32922179898255 33.413701251326884,155,30,1687.181854439861,3
2541,37.34345308476402 11.109945698640288 34.01904815892352,139,31,1559.072515964895,3
2558,37.63636387844463 2.029928842512671 32.20303195001247,113,32,1264.3970031430072,3
2576,42.713427638726095 -1.602083707250205 44.309694214072344,116,33,1275.4972020893888,3
2599,-25.953433588102722 26.2432799795856 -38.0545158059171,79,34,955.8361918823949,4
2639,-38.3626182638579 11.109857293646057 -6.538019603484903,59,35,530.4636638345153,4
2689,-39.87583218163723 34.71786388678828 28.571422360272376,56,36,579.5525547150811,4
2704,-51.37716699160825 22.005815287287017 29.17679694886235,70,37,817.1125473607198,4
2763,-46.83735379628108 1.4245047492036582 -21.06602206311855,83,38,792.2117527786506,4
2792,-52.89055646324719 9.293804803301352 12.832754073314465,131,39,1482.9672159574243,4
2817,-41.08662397804063 2.6351709566622215 -9.564690046309229,82,40,805.7456336079555,4
2826,-46.53467710312323 15.952528034876043 -13.801990912661978,81,41,764.3967982956392,4
2834,-54.101307396522024 11.109826840881658 -4.419274882790205,64,42,750.515625227064,4
2883,-56.522638047880875 -17.340895153061773 -12.893981087388429,53,43,494.5744599426251,4
2900,-64.99732724400101 -30.033403718443736 -18.644635251247774,65,44,782.4136467241674,4
2940,-53.19326561382033 5.05647403191769 2.5420619358776815,58,45,589.904072866825,4
2976,-56.52259052621752 -23.394251083726733 -5.024637571609142,83,46,896.1916645830871,4
3087,-31.098375529031028 -50.63428874638308 18.88592973692438,135,47,1542.0917590598683,4
3108,-21.715643652027175 -43.99513276275419 30.992585514849175,81,48,1077.449324655446,4
3127,-32.611700494223335 -36.086744927125466 26.755302963698814,80,49,930.6055721033284,4
3150,-38.36247748126009 -53.660954145903744 -1.0900821257972468,96,50,1112.665801788613,4
3175,-34.427730179924104 -66.35345593869076 9.805907835933853,79,51,698.0673945122206,4
3273,-46.53448395540891 7.477799441114214 24.334079799998158,49,52,561.4827073054778,4
3294,-34.12498733845311 -4.062618965093323 49.455394853289455,123,53,1347.414285599193,4
3332,-39.27034654654956 -17.34092643212347 41.28338738059933,93,54,1017.1846432993024,4
3365,-27.163686906406728 -11.873360472464785 36.44066106227426,102,55,1017.0199728485331,4
3395,-40.78367182214549 -13.728452685166125 44.915407480264896,79,56,903.3014549556511,4
3402,-38.36234997419109 -17.340923429591843 40.07271226645103,84,57,883.7982184927736,4
3405,-48.95572677127931 -30.619240025075044 30.99272800535816,74,58,856.0343773036377,4
3412,-42.599741760757155 -24.565876931936554 26.755362782231007,49,59,576.0098619991754,4
3430,-47.140145346033385 32.29658638081753 -35.61354456336508,66,60,787.9489506610153,4
3457,-42.60009995228364 35.3232563449855 -27.11934997684726,176,61,1960.134729328547,4
3462,-32.30942954903075 44.40329761318877 -27.724721207235028,289,62,3355.8796217375775,4
3518,-47.44251610179817 27.453839800513656 25.544775913217972,95,63,995.9687571715032,4
3548,-39.573206181729496 48.64056618899435 25.544763418428477,98,64,1279.7157764694732,4
3574,-33.21724229572835 52.272593767511395 15.859383936888406,99,65,1127.766237194989,4
3618,-46.837319539424975 60.74726242895621 8.898109939520845,99,66,1078.0618991811862,4
3672,-27.466631979680958 80.11800138583149 11.924714198338243,78,67,848.969516802535,4
3682,-48.350774523594005 64.9846295729237 -15.012596263324182,27,68,299.21283231393284,4
3794,-5.068866992645639 -52.48932998551522 43.704525495612515,76,69,929.4284612212782,5
3806,-4.766367478476619 -31.302585205038817 15.85915545523581,65,70,730.6679254938477,5
3832,-6.884949284300473 -48.193391315306975 28.57117344133177,97,71,1112.0056324780026,5
3870,0.9844486082196848 -25.83507399235661 47.33653663661458,145,72,1658.986912876561,5
3891,1.8924759134943052 -38.5275731226757 47.941851446571576,103,73,1199.419107407658,5
3911,-5.976852682290972 -30.03338382275939 55.811249283857,159,74,1759.2183449918823,5
3966,-2.647962943985127 87.38207238939115 4.055256656181984,149,75,1483.1411189663772,5
3987,-14.149232127184412 68.61666404904179 15.859313613783305,108,76,1231.5303045094279,5
3994,-3.5559273362322203 78.30204332729699 8.595260232067393,91,77,932.4316780651085,5
4044,-3.555581022797811 4.451168344475727 54.60060656936723,159,78,1809.6736847144857,5
4090,0.9843776879524654 17.16321031622543 48.54725299566466,131,79,1515.9322226695806,5
4148,-23.22915177697034 58.32593873562496 33.111382780129624,93,80,963.0784789904463,5
4152,-23.834509969752492 63.16861717145449 30.08471582396093,87,81,889.2076074865919,5
4172,-25.65045278358952 34.11255148816655 32.20336414965712,197,82,2060.355460082247,5
4194,-21.110330183056202 15.95250126381539 49.15269206893833,159,83,1581.2270997323385,5
4209,33.63304202311353 -17.340704129692476 -39.51936312839219,307,84,3168.2503043969787,6
4234,26.993891445665955 -13.142429745336923 -37.371365033246406,176,85,1841.5488293760054,6
4263,4.3135158842398935 -48.779125880802965 -19.85564932621457,148,86,1804.8548399342426,6
4323,32.7545161063252 -76.70257412291855 -22.882487534802124,193,87,2103.8543547856584,6
4340,8.853527812972805 -56.10171121005224 -22.277016928548264,74,88,919.3735473235805,6
4356,13.12987598133089 -66.35331826074086 -36.49264816673869,138,89,1584.5750869312694,6
4394,11.880211818552485 -25.249183133316034 -8.051632526584537,168,90,1801.8553135542536,6
4429,3.1028989548981274 -62.15507807451597 -13.80231205686162,160,91,1749.0000499474434,6
4445,8.248261925149862 -47.02171454599679 -4.116965264441933,110,92,1343.2038660904684,6
4479,15.180378177859026 -50.048386963736455 7.384356852755681,83,93,904.4285970317798,6
4501,8.5510234864668 -74.84759059542043 5.56835543968682,125,94,1209.6468972448179,6
4527,17.32837004842828 -76.70263207614813 3.7523083513335065,202,95,2337.522199917687,6
4535,-25.045368764768067 0.8192241307611693 -34.34443076143873,143,96,1604.3150141660212,7
4560,-32.30940024231555 -2.2074562153175092 -39.22613110009214,293,97,3370.2968447981257,7
4568,-39.57340579157174 -15.485773781473535 -41.66697777598233,140,98,1526.639463208403,7
4598,-15.965237910191034 -30.619120310832603 -22.27687188782409,162,99,1752.4299683957117,7
4612,-24.13725631055123 -54.832509616511025 -31.962215405912268,233,100,2329.5930629804707,7
4629,-17.175870546296032 -62.15509963964913 -26.514244801027445,185,101,1933.242886827149,7
4664,-0.22642856003124356 -43.99505431343794 -4.116922232685784,251,102,2736.9164557146987,7
4678,-2.9505225308232808 -50.04838184255688 -25.303628350774083,121,103,1249.9849276737455,7
4702,1.286985050709724 -60.30004497959541 6.173740510043067,148,104,1692.8686394064052,7
4734,-12.332980598754816 -70.64934810434396 15.859145753897744,129,105,1400.9075764179183,7
4758,-10.517053050122275 -79.04589782496308 -3.814247046233006,155,106,1591.9960249044273,7
1166,25.0 -74.0 -36.0,351,107,4276.6088583152905,8
1171,-25.0 -74.0 -34.0,351,108,4118.950578309702,8
1176,28.0 -55.0 -48.0,184,109,1904.7561808901278,8
1181,-28.0 -55.0 -48.0,184,110,2109.4032597234495,8
1238,32.0 -40.0 -60.0,184,111,2064.916197676629,8
1243,-30.0 -48.0 -60.0,184,112,2101.9176606610486,8
1188,-3.1 -16.3 -58.5,48,113,408.4134266324285,9
1191,1.6 -15.7 -57.2,48,114,426.885614306506,9
1194,-6.1 -14.0 -50.4,48,115,436.49074813560185,9
1197,2.2 -12.8 -51.7,48,116,487.09909269321065,9
1200,-8.2 -10.9 -48.2,48,117,372.50974792606803,9
1203,2.39 -9.2 -48.9,48,118,453.1359175896292,9
1206,-8.8 -5.81 -46.1,48,119,437.9057387660453,9
1209,2.7 -3.2 -46.6,48,120,391.0993027322222,9
1212,-8.4 -0.6 -40.7,48,121,446.5614253325831,9
1215,0.3 1.3 -41.3,48,122,452.2793631033328,9
1218,-6.8 3.0 -34.6,48,123,381.30538050817677,9
1221,-3.0 1.4 -34.0,48,124,396.7554831788075,9
