NodeID,Position,Number of CouplingPoints,ClusterID,Area,MajorVesselID
1311,3.9464828159661325 85.65223436143083 -21.846097799984324,194,0,2118.543219075352,2
1351,22.881513228332725 54.01395902796287 33.06890323226886,114,1,1173.272233264709,2
1363,21.074666327987206 57.06547032416158 17.876707406148903,66,2,691.670705429185,2
1378,2.6851503955363865 65.56670920516574 21.894414448332505,139,3,1537.5421669079155,2
1421,10.745602848988419 56.23890121085306 41.83966161980158,250,4,2846.2614623241316,2
1451,7.646795211677266 -4.658562681990988 53.286734006628485,261,5,2725.9738247007017,2
1472,8.18330745662022 35.799113838267594 45.257290865399455,160,6,1842.9337853277984,2
1520,-3.1762168454832906 -18.59139282911621 46.92080207727367,173,7,1795.904344705816,2
1530,-2.3267890978414463 -18.247829712616536 58.51423290869357,142,8,1590.6623854012335,2
1543,10.554482776313582 -9.53757640628828 33.837021712851524,133,9,1614.3768942167137,2
1575,4.36219110392965 -38.46628550498478 38.2402182565848,179,10,1832.4102730616908,2
1588,10.90846014972076 -27.963131598858197 57.22145938834448,109,11,1209.7275318104132,2
1596,23.31091978649631 19.957518419870706 -7.894853015305781,233,12,2438.1798472840987,3
1673,35.08099610259485 34.41528908563097 -24.247495417489755,64,13,717.556153247932,3
1708,46.468598248758724 61.52181126785499 13.111764886259504,159,14,1727.0761697560101,3
1714,30.233686715956793 44.14554492114232 -9.06746891693459,155,15,1760.4122142904387,3
1734,38.20806825334263 0.05886499027304115 30.59720770723591,102,16,1151.5994022824107,3
1748,33.31147254180069 -2.371240511979226 56.407331163772774,100,17,1052.4230383221047,3
1759,35.03476966407068 8.647287497224983 35.26425641868716,121,18,1483.2157441540367,3
1810,54.79079910946669 -13.485793443178808 -8.914316554782031,144,19,1545.6854207760136,3
1850,70.47128540857867 -10.575165456211865 -17.095363518331308,187,20,2071.663359217465,3
1957,29.480615938868567 -61.16644983794649 8.467810655873224,164,21,1680.0481815494766,3
1972,48.52950764999113 -49.89343849778236 6.2173879324451775,157,22,1631.0332399123167,3
1996,29.844001011830347 -48.394501077630636 26.574051446668395,188,23,1835.6818392935127,3
2016,41.40015631022414 -58.707438949058925 26.187158156661656,271,24,2839.3839876513016,3
2057,48.56269413387814 9.54872479485133 2.859009849960629,106,25,1054.8109264307752,3
2098,28.980804102594046 -38.784081593579444 40.60107328606564,248,26,2853.953963734394,3
2146,33.531579526890965 -7.997643594095597 46.067410578142116,204,27,2535.352616228886,3
2180,37.813176445339444 -32.07021586057245 49.36925570042773,131,28,1416.6829027404392,3
2199,28.439598370633618 -32.70138499716283 36.08699698933865,240,29,2701.6585877770367,3
2206,36.02895254691172 -17.24897604890489 41.68754680327683,76,30,802.7751023715829,3
2220,30.139108295951555 -14.390469870743727 42.48752029410881,76,31,992.9200017895141,3
2255,-43.875225717157896 39.01870715063943 -41.3271292726113,136,32,1581.6535000438635,4
2280,-66.62314062379205 11.81385209607024 -27.074452321080457,102,33,1062.8908983944068,4
2326,-66.07920997414335 -0.3012550001224259 -19.388151667015592,140,34,1494.745204200565,4
2389,-72.21198303449741 -7.274322803610632 -21.116951721671086,128,35,1329.7896677646197,4
2395,-49.04238792213221 -42.71526404158501 -7.022387966029846,81,36,943.3779208055691,4
2402,-50.03546251983643 -48.07194267331995 -3.878210181701739,119,37,1247.1314485110502,4
2464,-56.81967698369583 -20.35208504540597 9.620784756764468,93,38,926.0367350387962,4
