NodeID,Position,Number of CouplingPoints,ClusterID,Area,MajorVesselID
1303,24.612473771290755 78.2272749015991 -5.245344639815768,89,0,906.9873497802499,2
1388,10.286005569642553 19.138786965820046 53.51803883453614,209,1,2456.902739725462,2
1434,3.1437944515216927 -32.15759286113662 47.02467932157443,144,2,1524.613585554198,2
1460,6.3903037982713435 -17.181301334687426 47.67404468172346,92,3,983.2583310832748,2
1476,1.5203028944554415 -2.3097920838657973 48.972739794750716,118,4,1245.6277251626932,2
1499,19.690805146548584 0.30854448884943286 52.21932327208343,106,5,1147.503899453266,2
1529,17.07248455696475 8.749765201823667 31.441082085724965,193,6,2303.870295664063,2
1553,19.062219368036875 29.528021831886203 39.88231586219598,224,7,2474.35124775219,2
1575,21.051844227156675 57.44892323568462 11.96160094512959,286,8,3162.035536643431,2
1609,21.99458827924704 32.774697089461604 23.649299317126605,136,9,1361.008424626116,2
1618,3.4677491402881944 58.09824015773203 -23.10169770079773,191,10,2067.719652229338,2
1631,8.337542048058515 82.1230714003164 0.27392414764292944,132,11,1345.4000385513818,2
1647,22.308751220838264 24.982980341327075 -18.556588459646846,134,12,1450.7704356613444,3
1675,23.879788811905513 10.04860235425396 -16.60867484948891,128,13,1465.517509159323,3
1833,14.1402947208056 -23.674441131619652 41.83012016656847,99,14,1124.5234463820248,3
1850,38.54209142290749 -12.049293510988948 25.59709035361138,125,15,1370.3603117984667,3
1878,29.74491813188525 -18.54262406564975 46.050693820011894,97,16,1102.592379670929,3
1887,15.816145926687934 -51.00876324107457 46.05061587145793,100,17,1105.788370741015,3
1900,16.444397174279594 -33.414237541981564 40.53144574564507,131,18,1468.6157354856214,3
1930,54.14653952333622 15.892592936349127 13.260053406723328,63,19,665.9182284745457,3
1981,27.126594623292135 -7.441308045123825 33.388976836582074,133,20,1469.44041295273,3
2012,31.734620921139452 4.811997698997347 45.726106076572236,69,21,836.8960864269166,3
2016,33.619750502504324 -3.566236842641245 17.805275848008748,138,22,1525.3386156445058,3
2052,43.777991735488115 63.94236005994662 -13.361935667132956,107,23,1162.9000706019042,3
2146,26.81223657844884 19.138953036247905 34.68770288015012,59,24,603.8693530288923,3
2154,29.11631216874807 16.54165593295229 43.778184196855335,84,25,893.1534428178638,3
2163,39.484388109164 26.930944084859014 16.506719095937893,140,26,1431.3563887753123,3
2173,24.29870955022883 19.788299598465485 21.70129083375726,67,27,757.5569142612587,3
2213,34.038226673893874 60.69564091198497 2.221774252586795,146,28,1503.8790812398026,3
2225,39.170054855113364 49.00785212152577 16.506789283751274,83,29,857.6307393873636,3
2231,37.285006173653876 36.021437779961424 11.96150485396475,50,30,495.8886811516825,3
2245,37.28488113650929 40.566856466742344 -42.53954650894001,77,31,866.2370135993164,3
2314,42.10293250712457 -28.28219172943677 -7.193674283658197,87,32,855.723778181653,3
2383,20.005341053004262 -56.87355256271246 40.85602341250612,46,33,534.5229127293292,3
2389,21.052674172612722 -67.24168661172071 26.24626879740633,141,34,1598.3033155323292,3
2394,16.130402245707913 -65.25188675263588 32.73949197196772,85,35,1030.3532996416777,3
2425,38.542292163978466 -51.008460889196265 -3.2978140134278995,73,36,867.6454043449298,3
2437,33.30595152718016 -63.994973667527624 16.5064431424101,80,37,925.5639419849654,3
2445,43.77879264255511 -52.893603841591705 13.259854643187564,85,38,914.8667897033746,3
2461,61.89664680745471 -15.295616806697526 -15.959500719323296,79,39,802.1150378030528,3
2476,52.15665276089234 8.100873604567157 -32.84175427877217,56,40,612.9620806881607,3
2491,52.784961827875044 21.087262349135557 -21.803259387100937,80,41,899.4715098677442,3
2500,47.3390426563571 21.736548047177276 -22.12790769001273,157,42,1762.4743017122578,3
2516,49.538272284040126 27.580529590270157 -47.14769471314143,120,43,1329.8771093594505,3
2533,-19.90754871952408 22.38539381606741 -8.816708145238106,108,44,1414.4525100865646,4
2643,-46.85416989379053 -0.3201628676279187 21.376692430417016,126,45,1383.61746161719,4
2702,-30.94572442099479 -6.184973341111357 46.375501276316186,103,46,1199.5987361241562,4
2739,-34.19254243510433 20.437237774755523 23.00003723619458,81,47,890.6887103071409,4
2764,-22.180023294497843 9.398842897590024 28.194549927485262,229,48,2584.253579049237,4
2784,-31.270383829889056 -5.556608620675696 48.97278713050258,60,49,735.5603206709385,4
2800,-28.997768623933002 -8.174778511021492 34.68771472256275,97,50,977.9914164749554,4
2820,-42.95832502827478 4.183312348702707 -8.816725084245263,68,51,755.7767397183403,4
2843,-45.55575519289745 28.878413985863226 -1.6741120501895355,136,52,1433.2314940540243,4
2877,-33.86805307318086 43.812832497876244 10.663012716122378,226,53,2617.4163685820313,4
2885,-44.581885415225614 42.514205612693075 -15.309810582626952,79,54,830.6132736741744,4
2928,-27.699621621269007 56.799352215663795 -8.167264588363734,105,55,1339.1838821663198,4
2947,-41.01061642864357 31.475892539697053 -53.64073368473251,180,56,1903.9225718826135,4
