NodeID,Position,Number of CouplingPoints,ClusterID,Area,MajorVesselID
1268,-1.378788342172804 34.651398194825724 -27.80842335591729,114,0,1321.4896064776067,2
1312,-0.1788731822225311 73.05220992858499 -2.0075990126103482,61,1,747.797526747996,2
1330,-0.17890689322909073 73.65224833419798 -7.407727388454086,70,2,802.6651173784076,2
1377,11.212227995556718 31.05104850705377 38.193095916507126,80,3,781.4422770256149,2
1403,7.9218251370242445 32.85105624929325 40.29317662554742,126,4,1346.969733015139,2
1468,14.212150534656992 47.2515024744326 30.3929753357916,42,5,442.3240337028467,2
1488,18.470424101919644 27.45107450086536 25.592729430053705,79,6,774.2975846929434,2
1495,12.082981790698058 56.25173065519812 25.892925249303534,102,7,1209.7581412462284,2
1506,16.05087614928857 49.051575036923246 27.3929012322425,153,8,1735.0730966684512,2
1607,-24.178978883405417 24.450713423222453 26.19296367014379,184,9,2100.493206418794,2
1623,-8.57853104539955 28.650828119906343 43.593325517364285,91,10,1011.0134455269833,2
1632,-28.078960366531234 14.250394497085376 34.593134467436684,57,11,609.7241393591186,2
1640,-27.17898735155364 19.65054563505891 32.193099969482574,59,12,617.879807162383,2
1653,-12.778430121603536 -4.330632994806092 40.593099181148865,72,13,764.0439706902948,2
1673,-25.978753126532258 -6.169462940920865 38.19310404413824,97,14,987.5823872579897,2
1683,-24.478757260096316 1.088782148445755 39.393164980113376,117,15,1281.7787467850967,2
1714,2.8214932319263233 42.45139592661145 14.19261803310616,85,16,818.4551492713791,2
1736,19.922336003835788 -3.1690743049922636 36.39282288771489,150,17,1773.6423284000741,2
1762,18.470772561218936 -13.91129432742903 38.79283221992824,176,18,1852.8485283983152,2
1788,32.21230683586438 40.651775521791315 -29.00860551389265,239,19,2433.3036947568357,3
1797,43.05141547386085 30.451536805865 -17.00842687931081,102,20,1108.7723828416558,3
1888,38.21329239884829 -69.7509752648507 -10.408768653164882,131,21,1309.9972646394808,3
1907,25.34207754031763 -78.17062928160043 -8.30869102850627,153,22,1768.3883347423864,3
1921,46.341817436811986 29.251536057017656 -18.20848034350962,117,23,1293.9109717373617,3
1978,52.05214830086718 -45.16961188044078 -15.208832056730841,148,24,1526.2180817893232,3
1994,47.21307935559121 -15.1688724277823 -22.70883078696143,95,25,1116.3698606449138,3
2006,53.50340427311234 9.451111345636006 -20.30867552754016,107,26,1183.293864048531,3
2079,23.21213568235976 43.65172062891551 -16.408234457063926,98,27,1147.6230837683568,3
2111,35.50270694609425 62.252185854355695 -2.907874333877582,57,28,568.835633279378,3
2130,34.34158088549107 45.4516936090497 11.192386968747044,93,29,1083.6407182347298,3
