NodeID,Position,Number of CouplingPoints,ClusterID,Area,MajorVesselID
1379,2.9507531823571713 -19.92216442280284 48.03273504510367,144,0,1635.6947909289863,2
1411,16.15531941630028 -48.263286872643974 39.658990159471486,142,1,1663.8347342223326,2
1420,6.171018387344715 16.834266281917852 32.25194772179226,134,2,1433.6491694795209,2
1447,17.765142230229735 16.107123704064698 28.38715743865109,97,3,1084.6783617913027,2
1477,21.9520502446978 -4.463108171775018 29.03116513360521,92,4,938.8146960618509,2
1586,-6.066941143651071 -59.85742570352941 4.232531398674436,85,5,853.502096404361,2
1618,-8.965275519666017 -73.38402036610843 22.589890233882308,140,6,1452.614918955392,2
1639,-14.772812227147597 -40.534067469828265 43.2018723659438,58,7,685.9207889995671,2
1645,-7.03298653983472 -50.195770603601304 34.82823420563778,128,8,1477.2246173055325,2
1653,21.30819241518414 -54.704368995148265 20.657416723742696,110,9,1094.2666624036247,2
1665,19.05374061857428 -57.924941658561735 11.961810065493147,127,10,1473.6698599879917,2
1742,7.458906914548897 64.41600806215826 24.200644574348633,68,11,707.4240858558514,2
1755,14.222313304441933 43.8457789077035 28.387292863910176,195,12,2164.7014844200507,2
1779,-2.524791732747079 43.84567910219948 27.099158928673486,80,13,808.4370300052499,2
1789,27.748531033562596 67.01346195463579 6.487251096879192,122,14,1423.3649857245364,2
1806,21.3074487036236 54.754360303391636 11.64019482153232,47,15,529.4474628127878,2
1817,19.37517790160946 50.28703325810877 20.979915654101635,150,16,1552.0330808667225,2
1862,46.7500380599432 41.24892528646007 -19.92185658217681,134,17,1285.9985929311254,3
2016,52.54730918190729 39.37881984580925 9.385517467472551,103,18,1114.312248351742,3
2048,34.51199615958548 37.40478517748627 10.995921565011985,49,19,549.1214314918126,3
2066,38.37693163009724 24.522335862706157 33.54001510991201,111,20,1375.1800592705908,3
2088,33.545886486401564 34.80749054684163 19.369465913747327,122,21,1412.4415766957668,3
2132,33.2241210570511 -3.216351584698406 28.06491987645703,89,22,967.679591359167,3
2141,36.766731425089176 7.796012390848308 32.25171721132238,96,23,1122.303430019681,3
2153,34.51246896192261 -3.8397526961001494 44.81200680678064,78,24,827.0233212807038,3
2205,56.090201144805185 11.016784138388164 18.72510630054142,86,25,957.2170219020693,3
2224,44.174153540458335 6.445459284274619 39.01491368402845,109,26,1095.0594089289182,3
2267,41.5977205116197 -22.49827199311789 17.114764548245056,148,27,1728.8919102533425,3
2274,47.71701174606465 -34.73654914182873 30.319116675158803,66,28,619.4978048991759,3
2279,45.784584733660076 -30.22770112466595 23.87795740575628,111,29,1130.1242441220106,3
2287,39.02125068024518 -22.49829209100569 18.080959834939904,45,30,465.87428532159663,3
2306,39.66544637649388 -18.633637744357962 34.18394914801171,80,31,914.254404275527,3
2457,38.05508241127338 -48.90707988293775 -6.395668584384579,149,32,1816.5792481893236,3
2466,48.03915490442784 -59.21302865391661 19.046930177917478,131,33,1358.1922108547742,3
2485,32.902292238253324 -38.6013553532348 29.67507672259805,58,34,563.0850880823864,3
2499,65.10798587664131 -14.124556022712815 12.283755934381917,79,35,855.4132725555415,3
2555,31.61412740266343 -43.11022619685698 36.760376358293584,96,36,1251.7557563238622,3
2634,56.09032344077222 -62.43335299646922 -34.73707774877783,212,37,2418.677485590486,3
2676,54.802064101741166 -45.042205163511184 -20.56637905202672,88,38,942.7825515442172,3
2687,57.378677910464326 -58.56872481136623 -12.192901652678918,174,39,1823.5939070799393,3
2699,46.750635922871595 -54.059926093308924 -19.922244837851853,106,40,1250.4350101061038,3
2718,63.49753481031339 -1.2421394247645408 1.3337939704383959,95,41,1028.3864404757587,3
2730,67.68419416550402 9.043048830704647 -7.039739077523813,101,42,1010.2479694460409,3
2762,71.22681529785787 -10.90374328723017 -31.516369716906276,163,43,1943.3661675820792,3
2773,41.274955863119644 41.24893554833494 -30.87184767295441,111,44,1147.5621779194505,3
2783,40.63093038870513 23.899281423123945 -33.44839220137732,128,45,1317.056081956551,3
2886,-37.00621056516006 40.62505515685455 -18.633090914405475,79,46,788.1557319143473,4
2894,-55.39472382871574 41.248245181099925 -10.259424141526555,118,47,1478.2919264203658,4
2915,-39.29171331807054 52.260637918412336 5.843496423689966,64,48,654.8885454214488,4
2930,-50.20024285884075 56.104530497736384 0.04650914674665715,40,49,569.7201556599309,4
2949,-41.161686319324865 51.533369246942726 12.928815147438675,73,50,765.6626455242941,4
2996,-56.6410169571659 14.859987146229622 25.167027474919326,76,51,1034.1033395151778,4
3023,-41.78465327559493 11.016115074310969 32.25222761350914,55,52,606.856206486137,4
3033,-38.56403077157459 6.444970448842645 31.60806862583024,111,53,1306.4494089127718,4
3050,-30.56474567238265 32.20984573389401 16.471324268866905,91,54,963.3338857784468,4
3071,-47.29094942730481 26.495729834655567 29.031729604284596,60,55,627.7718816768482,4
3221,-54.0436696039111 3.9515194618545304 29.031680517174255,104,56,1166.855399094829,4
3265,-35.34338927219424 -12.836979659776986 20.013825941486104,72,57,749.3656871244698,4
3284,-27.343667624981638 -17.345858160382885 43.5241034246703,50,58,552.0902940857119,4
3301,-28.278730363860078 -27.00757964579259 25.810795365753318,84,59,933.3545121489394,4
3305,-52.17366820724069 -11.548806911243467 10.352151940071876,91,60,1168.7811144354853,4
3319,-46.979000890569765 -22.49885780343816 24.522694144174817,61,61,608.1533677753081,4
3354,-54.66684391242885 -35.38125165818287 16.149142513389172,65,62,725.0442394897767,4
3413,-36.69394249439447 -48.907522538839515 -12.836386729536082,187,63,1959.291517662809,4
3457,-43.135007340879774 -38.60178247509761 17.437294363722454,68,64,861.527442005971,4
3470,-36.69375462144095 -43.7547123332204 21.946066495063643,79,65,913.3795956308281,4
3495,-21.83746630466732 -47.61931405312969 16.793002823734575,66,66,713.15259526425,4
3499,-44.38164212300212 -52.12826837964488 11.640175279970881,146,67,1516.011649966136,4
3543,-41.16119026917004 -39.245822491712204 1.3343017202155247,124,68,1287.004183834336,4
3556,-49.264455206174375 -57.28124434554506 10.029887237335,81,69,889.4990832971432,4
3565,-63.08201680057121 -49.55182839607275 -8.327388399383757,148,70,1497.7034668327976,4
3587,-44.070013793500756 -61.145868626656736 -4.462841075264799,107,71,1295.502634383058,4
3600,-45.316709034162585 -62.43409931997575 -7.683433861132586,171,72,1886.814968403427,4
3651,-57.57598323674794 -53.41639428107534 -35.702500406550485,148,73,1618.878571695964,4
3714,-46.35573707827409 -59.857559043764596 -25.07463290512627,227,74,2568.5785688664323,4
3740,-27.34440751799006 23.898851082958227 -32.48178091463611,83,75,765.3432387732328,4
3745,-58.61538018588801 26.49591856551487 -34.735989318243035,81,76,920.7517082187987,4
3752,-46.356356241951055 26.496005961148896 -37.312542874139105,107,77,1106.3519562606616,4
3859,-2.5245296218167645 -2.4893222318691297 22.59013825744243,97,78,976.3959491895423,5
3923,-38.564185092312094 26.495792448769418 27.099316406198664,222,79,2411.9141472615015,5
3934,-21.214404925223317 11.016249357800861 30.96385941605848,118,80,1332.9433681071446,5
3951,-3.4906729018568594 4.575152620977445 35.15049587585474,59,81,528.7779514199048,5
4004,-11.86403256697917 -18.63399247202041 41.91370320828637,55,82,601.7443997274984,5
4008,-2.524209045280602 -34.09279353562594 41.913581107472716,65,83,772.5829490190815,5
4017,-12.798960028035408 -34.09285011661444 39.9812882016651,75,84,885.9597003994973,5
4034,-21.21443220350906 28.36585746018798 43.84631181412437,110,85,1198.9641199253363,5
4045,-15.396731782144862 41.871657143915726 33.540426208991796,106,86,1204.5390411713142,5
4063,-27.032358083576895 28.36587081927081 31.6080849197313,98,87,1205.5475389855733,5
4069,-23.81184885944781 41.87161222828145 31.608119548912082,67,88,734.4279262820725,5
4078,-17.99412021065055 56.72796576778425 27.09930933776607,119,89,1240.787697030182,5
4092,-20.591273266626022 49.66337744126348 36.116966782667916,82,90,897.1613736276892,5
4150,-25.993744496580003 53.50738327732038 10.996370204132944,87,91,914.4013557399608,5
4157,-32.12336387533682 68.36364612846405 10.35235054058518,102,92,1137.1063132146776,5
4174,-25.058827038020794 58.70193741947412 1.334598782890548,133,93,1507.3247363775831,5
4196,-36.38294723540603 65.76642658400684 -5.750610721530795,85,94,956.8346490438935,5
4200,-23.81225512390065 70.23377706862611 -4.462434130378538,137,95,1348.890823163385,5
4266,11.64613190036425 -63.72188486679156 -31.516207690831948,531,96,5630.697421290761,6
4288,18.731649697467354 -81.11312099743992 -16.057463740439804,566,97,6231.292583064811,6
4311,6.815464534318867 -77.24850739427997 -9.294121709757535,791,98,8906.123882178632,6
4342,-23.188382675939884 -53.416148395100265 -43.11008893071385,539,99,5638.827186794435,7
4365,-27.03252748507121 -7.683767349644707 -30.871614572392463,531,100,5758.369472750303,7
4377,-6.71129637784816 -55.34846202562141 -28.617520437646192,477,101,5394.770103052199,7
4399,-6.38912552874382 -68.87498272304094 -24.430802677218264,417,102,4397.224101896128,7
1166,25.0 -74.0 -36.0,351,103,3864.9030849742485,8
1171,-25.0 -74.0 -34.0,351,104,3870.1831369072133,8
1176,28.0 -55.0 -48.0,184,105,2177.6781116346356,8
1181,-28.0 -55.0 -48.0,184,106,2185.9970890216828,8
1238,32.0 -40.0 -60.0,184,107,2270.0750813128334,8
1243,-30.0 -48.0 -60.0,184,108,2207.7162317256334,8
1188,-3.1 -16.3 -58.5,48,109,462.00473211382456,9
1191,1.6 -15.7 -57.2,48,110,443.54460242410795,9
