NodeID,Position,Number of CouplingPoints,ClusterID,Area,MajorVesselID
1287,1.4900900090978206 83.96788461885338 -13.92014733566094,217,0,2346.3979373795073,2
1336,33.70481813871167 69.67093612077981 12.902231507730209,193,1,1967.4851275118533,2
1400,6.411753421723951 -25.11399498185226 -1.9724617543859209,128,2,1474.2588111794144,2
1445,7.052360514201592 -17.12255673840529 56.24444996328228,209,3,2268.3341487929843,2
1455,26.27431822408573 -7.301913383986571 40.369043199941835,92,4,1016.4717326792334,2
1460,17.06399234843487 -7.174199812096597 44.024464310396795,127,5,1271.2221911601835,2
1474,8.83003041678846 57.69934723746651 10.793504534951692,73,6,837.1603177043473,2
1518,14.66618462228356 26.78692371580312 44.35214948220705,145,7,1564.0967957810528,2
1544,26.24000409614714 -3.052500335387064 50.1552496256363,259,8,3051.6767577717787,2
1572,6.789278451298234 72.8268491539841 30.96375405027742,101,9,1113.576530322389,2
1584,15.691058919534173 55.13676638061589 33.23863318052382,90,10,883.7927370422536,2
1599,26.998801302352103 27.236969357159047 33.598416772628816,143,11,1630.9964776862116,2
1610,29.97221733756814 52.29689074924061 34.73230875555639,143,12,1553.80926121445,2
1716,41.73139412296831 -16.23022312857525 37.52561084294241,165,13,1792.5044736331652,3
1756,32.55116772024583 -38.03002449639785 23.43390119607062,244,14,2787.2194566896096,3
1769,28.607327538952518 -57.51840982091458 27.660437979962214,225,15,2371.5238315334727,3
1790,31.757013291170463 -32.45145080308411 34.21794655034297,85,16,1001.0762611240542,3
1798,22.432879344663693 -31.12572866097058 25.999459403913473,115,17,1275.2890643638955,3
1803,25.721787180819707 -31.033718447829834 38.9019988991291,105,18,1229.4522716553815,3
1809,55.28290050354647 -7.143626303575851 7.718842805314521,88,19,1036.7868266082173,3
1846,26.755026541577973 -20.812255046185104 45.588090314770994,83,20,902.329887905125,3
1860,28.57423440369662 -13.28119863447091 46.20641497708731,128,21,1442.7280953001057,3
1922,33.65901449910162 39.258444446698356 22.01008146308817,165,22,1603.7563048392055,3
1929,56.365654693947874 28.77459937379589 12.7988535222703,104,23,1155.8479172208488,3
1955,37.4685702866983 20.29963793229489 27.98584332216846,123,24,1310.677746025198,3
1984,44.106024388879334 41.957393800884645 31.553535150592023,105,25,1082.580575340201,3
1995,34.826286929372046 48.21332319625454 -31.95267312229813,77,26,856.6792759223082,3
2029,27.34378960380185 51.78147380076303 -21.20068847181214,101,27,1058.0619739062536,3
2076,35.65690916389251 55.945747875887335 -2.5378604720168947,160,28,1816.1417467330718,3
2081,48.055077059443825 52.8817196109695 -26.1347971305137,66,29,849.9409558778096,3
2101,52.273219374226436 54.4053011310534 -4.427777190764699,114,30,1273.6763955848867,3
2109,48.237084337669764 44.14149972277608 -18.592361738609267,88,31,965.5285984242763,3
2114,45.11758074193258 36.69769805550008 -20.577165968259724,102,32,1025.1627495575378,3
2145,49.91208340516236 29.669118902033293 -41.48299347351478,117,33,1402.9283215787145,3
2217,29.423076837804665 -58.50177417912134 5.987046320437938,176,34,1854.1568370986297,3
2255,64.5927862968133 -37.20336029005043 -4.793745192808549,109,35,1170.4136546536984,3
2295,46.82744604598435 -43.679329860336985 8.010206823192586,167,36,1731.1089660660425,3
2321,32.826123548673266 -69.51185918526228 -9.807236201944168,112,37,1296.5405111680375,3
2336,-28.248780490336912 35.86517432162796 -42.486430098457674,90,38,973.3844747762034,4
2352,-34.468308197757 32.646647264712406 -31.319529738972548,215,39,2296.721261748841,4
2442,-59.006839381987675 -31.96223271626226 -9.189075807554985,95,40,920.3133415613279,4
2481,-37.62533851583111 -58.57938266450219 -3.6805338061671895,93,41,1063.301599708267,4
2499,-42.5567195342138 -45.23426872595173 37.15738799530116,111,42,1262.204321058537,4
2528,-36.08159313043093 -61.17329609950901 12.284798903123766,104,43,1185.4768509932167,4
2552,-22.73721299380852 -72.66571575924871 24.70035952320414,82,44,870.0628420805092,4
2577,-17.83020559655631 -56.426905738060626 24.57973733853697,57,45,646.6212586205974,4
2600,-62.645117265620634 -33.36580522852129 -22.42040478357429,92,46,919.0548179951929,4
2612,-66.96661417859674 5.906251666952819 -26.56507563725424,52,47,562.7938569705475,4
2681,-22.870690113175844 -1.954099198210268 45.02045272100322,140,48,1311.4600006727615,4
2741,-26.19310604082944 -36.555816857304315 35.843538634053246,112,49,1175.3899827941464,4
2755,-58.950679408118845 -33.711518832714134 24.717962329407065,113,50,1435.1373238848207,4
2776,-36.44110974695465 -11.427806109935188 34.841215370123855,77,51,949.2001161232325,4
2800,-31.919490862555 -28.35062980377962 41.819288361624274,90,52,1120.3568226100228,4
2812,-25.10092200430578 -21.608230326026913 45.19510653995938,111,53,1320.1192477533368,4
2855,-32.664126785103214 -6.768203205661779 34.48601692930408,70,54,758.1631999490438,4
2860,-40.112212661257225 5.269932331486078 5.5048277869073505,142,55,1608.9597528668032,4
2880,-51.49451831019494 24.686403965943434 -31.03449927488338,62,56,770.153421787313,4
2975,-30.484410747895957 10.226874263882458 37.38699009584369,149,57,1666.3247429554172,4
3014,-41.63376940279649 33.891268156466545 19.786124821475777,193,58,2165.565659286758,4
3028,-42.10559030337923 32.00387520916493 34.37340148563997,63,59,666.37707186849,4
3038,-46.34580882545717 42.133374469862815 26.108249951693548,51,60,621.7374638409319,4
3054,-48.83167358234498 55.60129712168475 14.43510735424672,68,61,826.8081721685994,4
3075,-45.790446295415265 54.20900643670295 13.794413683811374,76,62,809.7766136713651,4
3102,-40.63093037925846 15.108076620698094 40.988766242830785,74,63,902.00049165995,4
3117,-47.27298080596155 7.456430019375397 13.90052202598519,97,64,968.1267612431463,4
3150,-41.97266466152431 36.21501945882636 -20.567716184569726,126,65,1401.7751719432483,4
3158,-32.45890807083536 36.08757002300164 -23.881900219999558,87,66,949.8651541899231,4
3172,-44.313638368409926 56.787117205927075 1.5804269524028922,148,67,1546.9500471297613,4
3182,-49.4860117808259 64.7613788332705 -20.22669695769878,78,68,824.4876786478228,4
3198,-0.8853231511437742 35.01044715730482 -32.43865171891656,196,69,2063.736297671359,5
3256,-9.74788150095847 25.720227116358373 48.918419963706306,113,70,1166.0927752402242,5
3278,-20.501314191209108 6.238377877919061 55.803428300696986,149,71,1676.6304755232356,5
3290,-0.5247820891514554 3.9998997680667427 55.30187734616091,130,72,1560.4033960884476,5
